,gender,group,parental_education,lunch,test_preparation_course,math_score,reading_score,writing_score,avg_score,grades
924,male,group D,high school,free/reduced,none,74,70,69,71.0,B
925,male,group E,some high school,standard,completed,74,64,60,66.0,B
926,male,group E,associate's degree,free/reduced,none,64,56,52,57.33,C
927,female,group D,high school,free/reduced,completed,65,61,71,65.67,B
928,male,group E,associate's degree,free/reduced,completed,46,43,44,44.33,D
929,female,group C,some high school,free/reduced,none,48,56,51,51.67,D
930,male,group C,some college,free/reduced,completed,67,74,70,70.33,B
931,male,group D,some college,free/reduced,none,62,57,62,60.33,C
932,male,group D,associate's degree,free/reduced,completed,61,71,73,68.33,B
933,male,group C,bachelor's degree,free/reduced,completed,70,75,74,73.0,B
934,male,group C,associate's degree,standard,completed,98,87,90,91.67,A+
935,male,group D,some college,free/reduced,none,70,63,58,63.67,C
936,male,group A,associate's degree,standard,none,67,57,53,59.0,C
937,female,group E,high school,free/reduced,none,57,58,57,57.33,C
938,male,group D,some college,standard,completed,85,81,85,83.67,A
939,male,group D,some high school,standard,completed,77,68,69,71.33,B
940,male,group C,master's degree,free/reduced,completed,72,66,72,70.0,B
941,female,group D,master's degree,standard,none,78,91,96,88.33,A+
942,male,group C,high school,standard,none,81,66,64,70.33,B
943,male,group A,some high school,free/reduced,completed,61,62,61,61.33,C
944,female,group B,high school,standard,none,58,68,61,62.33,C
945,female,group C,associate's degree,standard,none,54,61,58,57.67,C
946,male,group B,high school,standard,none,82,82,80,81.33,A
947,female,group D,some college,free/reduced,none,49,58,60,55.67,C
948,male,group B,some high school,free/reduced,completed,49,50,52,50.33,D
949,female,group E,high school,free/reduced,completed,57,75,73,68.33,B
950,male,group E,high school,standard,none,94,73,71,79.33,A
951,female,group D,some college,standard,completed,75,77,83,78.33,A
952,female,group E,some high school,free/reduced,none,74,74,72,73.33,B
953,male,group C,high school,standard,completed,58,52,54,54.67,D
954,female,group C,some college,standard,none,62,69,69,66.67,B
955,male,group E,associate's degree,standard,none,72,57,62,63.67,C
956,male,group C,some college,standard,none,84,87,81,84.0,A
957,female,group D,master's degree,standard,none,92,100,100,97.33,A+
958,female,group D,high school,standard,none,45,63,59,55.67,C
959,male,group C,high school,standard,none,75,81,71,75.67,A
960,female,group A,some college,standard,none,56,58,64,59.33,C
961,female,group D,some high school,free/reduced,none,48,54,53,51.67,D
962,female,group E,associate's degree,standard,none,100,100,100,100.0,A+
963,female,group C,some high school,free/reduced,completed,65,76,75,72.0,B
964,male,group D,some college,standard,none,72,57,58,62.33,C
965,female,group D,some college,standard,none,62,70,72,68.0,B
966,male,group A,some high school,standard,completed,66,68,64,66.0,B
967,male,group C,some college,standard,none,63,63,60,62.0,C
968,female,group E,associate's degree,standard,none,68,76,67,70.33,B
969,female,group B,bachelor's degree,standard,none,75,84,80,79.67,A
970,female,group D,bachelor's degree,standard,none,89,100,100,96.33,A+
971,male,group C,some high school,standard,completed,78,72,69,73.0,B
972,female,group A,high school,free/reduced,completed,53,50,60,54.33,D
973,female,group D,some college,free/reduced,none,49,65,61,58.33,C
974,female,group A,some college,standard,none,54,63,67,61.33,C
975,female,group C,some college,standard,completed,64,82,77,74.33,B
976,male,group B,some college,free/reduced,completed,60,62,60,60.67,C
977,male,group C,associate's degree,standard,none,62,65,58,61.67,C
978,male,group D,high school,standard,completed,55,41,48,48.0,D
979,female,group C,associate's degree,standard,none,91,95,94,93.33,A+
980,female,group B,high school,free/reduced,none,8,24,23,18.33,D
981,male,group D,some high school,standard,none,81,78,78,79.0,A
982,male,group B,some high school,standard,completed,79,85,86,83.33,A
983,female,group A,some college,standard,completed,78,87,91,85.33,A+
984,female,group C,some high school,standard,none,74,75,82,77.0,A
985,male,group A,high school,standard,none,57,51,54,54.0,D
986,female,group C,associate's degree,standard,none,40,59,51,50.0,D
987,male,group E,some high school,standard,completed,81,75,76,77.33,A
988,female,group A,some high school,free/reduced,none,44,45,45,44.67,D
989,female,group D,some college,free/reduced,completed,67,86,83,78.67,A
990,male,group E,high school,free/reduced,completed,86,81,75,80.67,A
991,female,group B,some high school,standard,completed,65,82,78,75.0,B
992,female,group D,associate's degree,free/reduced,none,55,76,76,69.0,B
993,female,group D,bachelor's degree,free/reduced,none,62,72,74,69.33,B
994,male,group A,high school,standard,none,63,63,62,62.67,C
995,female,group E,master's degree,standard,completed,88,99,95,94.0,A+
996,male,group C,high school,free/reduced,none,62,55,55,57.33,C
997,female,group C,high school,free/reduced,completed,59,71,65,65.0,C
998,female,group D,some college,standard,completed,68,78,77,74.33,B
999,female,group D,some college,free/reduced,none,77,86,86,83.0,A
